,HOST,IP
0,dc-storm.com,10.0.0.1
1,fril.jp,54.168.37.224
2,infoseek.co.jp,133.237.61.76
3,kobo.com,204.87.189.92
4,mediaforge.com,192.0.66.2
5,nxtck.com,130.211.47.109
6,rakuten-card.co.jp,210.162.157.12
7,rakuten.co.jp,133.237.16.234
8,rakuten.com,216.238.190.103
9,rakuten.fr,212.23.167.62
10,rakutenmarketing.com,192.0.66.2
11,vb.me,143.204.170.129
12,viber.com,104.103.207.246
