,HOST,IP
0,adsymptotic.com,52.252.21.125
1,linkedin.com,13.107.42.14
2,lynda.com,108.174.10.14
3,slideshare.net,54.208.143.23
4,video2brain.com,108.174.10.14
5,static-exp2.licdn.com,152.199.21.118
6,static-exp3.licdn.com,152.199.21.118
7,static.licdn.com,152.199.21.118
8,static-exp1.licdn.com,152.199.21.118
9,dms.licdn.com,152.199.21.118
10,snap.licdn.com,92.123.106.32
11,platform.linkedin.com,152.199.22.144
