,HOST,IP
0,mopub.com,192.48.236.12
1,periscope.tv,3.121.24.7
2,pscp.tv,18.185.167.11
3,t.co,104.244.42.69
4,twitter.com,104.244.42.65
5,twitter.fr,199.59.148.10
6,twittercommunity.com,184.105.176.42
7,twttr.com,199.59.148.10
8,vine.co,54.70.189.147
